ITEM;DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
1470;HOSPITALBOMSAMARITANO;2020-06-30;TEÓFILO OTONI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1471;HOSPITALBOMSAMARITANO;2020-06-30;TEÓFILO OTONI;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1472;HOSPITALBOMSAMARITANO;2020-06-30;TEÓFILO OTONI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1473;HOSPITALDACLÍNICASDRMÁRIORIBEIRODA;2020-06-30;MONTES CLAROS;AVENTAL;2700;UN;10,9;29430
1474;HOSPITALDACLÍNICASDRMÁRIORIBEIRODA;2020-06-30;MONTES CLAROS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1475;HOSPITALSANTOANTÔNIOTAIOBEIRAS;2020-06-30;TAIOBEIRAS;AVENTAL;2700;UN;10,9;29430
1476;HOSPITALSANTOANTÔNIOTAIOBEIRAS;2020-06-30;TAIOBEIRAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1477;PREFEITURADEBELOHORIZONTE;2020-06-30;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1478;PREFEITURADEBELOHORIZONTE;2020-06-30;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1479;PREFEITURADEBELOHORIZONTE;2020-06-30;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1480;PREFEITURADEBELOHORIZONTE;2020-06-30;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1481;PREFEITURADEBELOHORIZONTE;2020-06-30;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1482;PREFEITURADEBELOHORIZONTE;2020-06-30;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1483;PREFEITURADEBELOHORIZONTE;2020-06-30;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1484;PREFEITURADEBELOHORIZONTE;2020-06-30;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1485;PREFEITURADEBETIM;2020-06-30;BETIM;AVENTAL;2700;UN;10,9;29430
1486;PREFEITURADEBETIM;2020-06-30;BETIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1487;PREFEITURADEBOMDESPACHO;2020-06-30;BOM DESPACHO;AVENTAL;2700;UN;10,9;29430
1488;PREFEITURADEBOMDESPACHO;2020-06-30;BOM DESPACHO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1489;PREFEITURADECAMPOSGERAIS;2020-06-30;CAMPOS GERAIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1490;PREFEITURADECORONELFABRICIANO;2020-06-30;CORONEL FABRICIANO;AVENTAL;4500;UN;10,9;49050
1491;PREFEITURADECORONELFABRICIANO;2020-06-30;CORONEL FABRICIANO;LUVA DESCARTAVEL;21000;UN;0,4;8400
1492;PREFEITURADECORONELFABRICIANO;2020-06-30;CORONEL FABRICIANO;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1493;PREFEITURADECORONELFABRICIANO;2020-06-30;CORONEL FABRICIANO;MASCARA DESCARTAVEL N95;2000;UN;13;26000
1494;PREFEITURADECORONELFABRICIANO;2020-06-30;CORONEL FABRICIANO;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1495;PREFEITURADECORONELFABRICIANO;2020-06-30;CORONEL FABRICIANO;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1496;PREFEITURADEITANHANDU;2020-06-30;ITANHANDU;AVENTAL;2700;UN;10,9;29430
1497;PREFEITURADEITANHANDU;2020-06-30;ITANHANDU;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1498;PREFEITURADELAGOASANTA;2020-06-30;LAGOA SANTA;AVENTAL;2700;UN;10,9;29430
1499;PREFEITURADELAGOASANTA;2020-06-30;LAGOA SANTA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1500;PREFEITURADEMONTEAZUL;2020-06-30;MONTE AZUL;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1501;PREFEITURADEPATOSDEMINAS;2020-06-30;PATOS DE MINAS;AVENTAL;4500;UN;10,9;49050
1502;PREFEITURADEPATOSDEMINAS;2020-06-30;PATOS DE MINAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1503;PREFEITURADEPATOSDEMINAS;2020-06-30;PATOS DE MINAS;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1504;PREFEITURADEPATOSDEMINAS;2020-06-30;PATOS DE MINAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1505;PREFEITURADEPATOSDEMINAS;2020-06-30;PATOS DE MINAS;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1506;PREFEITURADEPATOSDEMINAS;2020-06-30;PATOS DE MINAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1507;PREFEITURADEPATOSDEMINAS;2020-06-30;PATOS DE MINAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1508;PREFEITURADESANTOSDUMONT;2020-06-30;SANTOS DUMONT;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1509;PREFEITURADESAOJOSEDALAPA;2020-06-30;SAO JOSE DA LAPA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1510;PREFEITURADETARUMIRIM;2020-06-30;TARUMIRIM;AVENTAL;5400;UN;10,9;58860
1511;PREFEITURADETARUMIRIM;2020-06-30;TARUMIRIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1512;PREFEITURADEUBA;2020-06-30;UBA;AVENTAL;4500;UN;10,9;49050
1513;PREFEITURADEUBA;2020-06-30;UBA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1514;PREFEITURADEUBA;2020-06-30;UBA;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1515;PREFEITURADEUBA;2020-06-30;UBA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1516;PREFEITURADEUBA;2020-06-30;UBA;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1517;PREFEITURADEUBA;2020-06-30;UBA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1518;PREFEITURADEUBA;2020-06-30;UBA;AVENTAL;4500;UN;10,9;49050
1519;PREFEITURADEUBA;2020-06-30;UBA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1520;PREFEITURADEUBA;2020-06-30;UBA;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1521;PREFEITURADEUBA;2020-06-30;UBA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1522;PREFEITURADEUBA;2020-06-30;UBA;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1523;PREFEITURADEUBA;2020-06-30;UBA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1524;SANTACASADEALFENAS;2020-06-30;ALFENAS;AVENTAL;2700;UN;10,9;29430
1525;SANTACASADEALFENAS;2020-06-30;ALFENAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1526;HOSPITALDERALDOGUIMARÃES;2020-07-01;ALMENARA;AVENTAL;2700;UN;10,9;29430
1527;HOSPITALDERALDOGUIMARÃES;2020-07-01;ALMENARA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1528;HOSPITALEMATERNIDADEMUNICIPALDRODEL;2020-07-01;UBERLANDIA;AVENTAL;2700;UN;10,9;29430
1529;HOSPITALEMATERNIDADEMUNICIPALDRODEL;2020-07-01;UBERLANDIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1530;HOSPITALIMACULADACONCEIÇÃO;2020-07-01;CURVELO;AVENTAL;2700;UN;10,9;29430
1531;HOSPITALIMACULADACONCEIÇÃO;2020-07-01;CURVELO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1532;HOSPITALMUNICIPALCARLOSCHAGAS;2020-07-01;ITABIRA;AVENTAL;2700;UN;10,9;29430
1533;HOSPITALMUNICIPALCARLOSCHAGAS;2020-07-01;ITABIRA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1534;HOSPITALSANTACATARINA;2020-07-01;UBERLANDIA;AVENTAL;2700;UN;10,9;29430
1535;HOSPITALSANTACATARINA;2020-07-01;UBERLANDIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1536;HOSPITALSANTAROSÁLIA;2020-07-01;TEÓFILO OTONI;AVENTAL;7200;UN;10,9;78480
1537;HOSPITALSANTAROSÁLIA;2020-07-01;TEÓFILO OTONI;LUVA DESCARTAVEL;21000;UN;0,4;8400
1538;HOSPITALSANTAROSÁLIA;2020-07-01;TEÓFILO OTONI;MASCARA DE PROTECAO FACE SHIELD;550;UN;3,6;1980
1539;HOSPITALSANTAROSÁLIA;2020-07-01;TEÓFILO OTONI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1540;HOSPITALSANTAROSÁLIA;2020-07-01;TEÓFILO OTONI;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1541;HOSPITALSANTAROSÁLIA;2020-07-01;TEÓFILO OTONI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1542;HOSPITALSANTOANTÔNIO     ;2020-07-01;CURVELO;AVENTAL;2700;UN;10,9;29430
1543;HOSPITALSANTOANTÔNIO     ;2020-07-01;CURVELO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1544;HOSPITALUNIVERSITÁRIOALZIRAVELANO;2020-07-01;ALFENAS;AVENTAL;2700;UN;10,9;29430
1545;HOSPITALUNIVERSITÁRIOALZIRAVELANO;2020-07-01;ALFENAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1546;PREFEITURADEANTONIODIAS;2020-07-01;ANTÔNIO DIAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1547;PREFEITURADEBETIM;2020-07-01;BETIM;AVENTAL;2700;UN;10,9;29430
1548;PREFEITURADEBETIM;2020-07-01;BETIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1549;PREFEITURADEBETIM;2020-07-01;BETIM;AVENTAL;2700;UN;10,9;29430
1550;PREFEITURADEBETIM;2020-07-01;BETIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1551;PREFEITURADEBOAESPERANCA;2020-07-01;BOA ESPERANÇA;AVENTAL;2700;UN;10,9;29430
1552;PREFEITURADEBOAESPERANCA;2020-07-01;BOA ESPERANÇA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1553;PREFEITURADEBRAZOPOLIS;2020-07-01;BRAZOPOLIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1554;PREFEITURADECAMPANHA;2020-07-01;CAMPANHA;AVENTAL;2700;UN;10,9;29430
1555;PREFEITURADECAMPANHA;2020-07-01;CAMPANHA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1556;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1557;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1558;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1559;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1560;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1561;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1562;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1563;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1564;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;AVENTAL;2700;UN;10,9;29430
1565;PREFEITURADECONTAGEM;2020-07-01;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1566;PREFEITURADEDIAMANTINA;2020-07-01;DIAMANTINA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1567;PREFEITURADEFREIINOCENCIO;2020-07-01;FREI INOCÊNCIO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1568;PREFEITURADEIGUATAMA;2020-07-01;IGUATAMA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1569;PREFEITURADEITAJUBA;2020-07-01;ITAJUBA;AVENTAL;2700;UN;10,9;29430
1570;PREFEITURADEITAJUBA;2020-07-01;ITAJUBA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1571;PREFEITURADEJOAOMONLEVADE;2020-07-01;JOAO MONLEVADE;AVENTAL;2700;UN;10,9;29430
1572;PREFEITURADEJOAOMONLEVADE;2020-07-01;JOAO MONLEVADE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1573;PREFEITURADEMONTESCLAROS;2020-07-01;MONTES CLAROS;AVENTAL;2700;UN;10,9;29430
1574;PREFEITURADEMONTESCLAROS;2020-07-01;MONTES CLAROS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1575;PREFEITURADESANTANADOPARAISO;2020-07-01;SANTANA DO PARAISO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1576;PREFEITURADETEOFILOOTONI;2020-07-01;TEOFILO OTONI;AVENTAL;4500;UN;10,9;49050
1577;PREFEITURADETEOFILOOTONI;2020-07-01;TEOFILO OTONI;LUVA DESCARTAVEL;21000;UN;0,4;8400
1578;PREFEITURADETEOFILOOTONI;2020-07-01;TEOFILO OTONI;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1579;PREFEITURADETEOFILOOTONI;2020-07-01;TEOFILO OTONI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1580;PREFEITURADETEOFILOOTONI;2020-07-01;TEOFILO OTONI;OCULOS DE PROTECAO DOAC 9,10;400;UN;9,1;3640
1581;PREFEITURADETEOFILOOTONI;2020-07-01;TEOFILO OTONI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1582;PREFEITURADEUBAI;2020-07-01;UBAI;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1583;PREFEITURADEVICOSA;2020-07-01;VIÇOSA;AVENTAL;2700;UN;10,9;29430
1584;PREFEITURADEVICOSA;2020-07-01;VIÇOSA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1585;PREFEITURADEVICOSA;2020-07-01;VIÇOSA;AVENTAL;2700;UN;10,9;29430
1586;PREFEITURADEVICOSA;2020-07-01;VIÇOSA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1587;ASSOCIACAOHOSPNOSSASENHORADOSANJOS;2020-07-02;ITAMBACURI;AVENTAL;2700;UN;10,9;29430
1588;ASSOCIACAOHOSPNOSSASENHORADOSANJOS;2020-07-02;ITAMBACURI;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1589;ASSOCIACAOHOSPITALSAOMIGUEL;2020-07-02;JEQUITINHONHA;AVENTAL;2700;UN;10,9;29430
1590;ASSOCIACAOHOSPITALSAOMIGUEL;2020-07-02;JEQUITINHONHA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1591;BIOCORHOSPITALDEDOENCACARDIOVASCULAR;2020-07-02;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1592;BIOCORHOSPITALDEDOENCACARDIOVASCULAR;2020-07-02;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1593;CASADECARIDADEDECARANGOLA;2020-07-02;CARANGOLA;AVENTAL;2700;UN;10,9;29430
1594;CASADECARIDADEDECARANGOLA;2020-07-02;CARANGOLA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1595;CASADECARIDADEMANOELGONCALVESDESOU;2020-07-02;ITAUNA;AVENTAL;2700;UN;10,9;29430
1596;CASADECARIDADEMANOELGONCALVESDESOU;2020-07-02;ITAUNA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1597;CASADECARIDADESANTATEREZA;2020-07-02;SERRO;AVENTAL;2700;UN;10,9;29430
1598;CASADECARIDADESANTATEREZA;2020-07-02;SERRO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1599;CASADESAÚDESANTALÚCIA;2020-07-02;MURIAÉ;AVENTAL;2700;UN;10,9;29430
1600;CASADESAÚDESANTALÚCIA;2020-07-02;MURIAÉ;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1601;FUNDAÇÃOHOSPITALARSAOFRANCISCOASSIS;2020-07-02;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1602;FUNDAÇÃOHOSPITALARSAOFRANCISCOASSIS;2020-07-02;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1603;HOSPSAOJOSEDASOCIEDADEDESAOVICENT;2020-07-02;ITUIUTABA;AVENTAL;2700;UN;10,9;29430
1604;HOSPSAOJOSEDASOCIEDADEDESAOVICENT;2020-07-02;ITUIUTABA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1605;HOSPITALCÉSARLEITE;2020-07-02;MANHUAÇU;AVENTAL;7200;UN;10,9;78480
1606;HOSPITALCÉSARLEITE;2020-07-02;MANHUAÇU;LUVA DESCARTAVEL;21000;UN;0,4;8400
1607;HOSPITALCÉSARLEITE;2020-07-02;MANHUAÇU;MASCARA DE PROTECAO FACE SHIELD;550;UN;3,6;1980
1608;HOSPITALCÉSARLEITE;2020-07-02;MANHUAÇU;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1609;HOSPITALCÉSARLEITE;2020-07-02;MANHUAÇU;OCULOS DE PROTECAO DOAC 9,10;200;UN;9,1;1820
1610;HOSPITALCÉSARLEITE;2020-07-02;MANHUAÇU;OCULOS DE PROTECAO DOAC 3,60;200;UN;3,6;720
1611;HOSPITALCÉSARLEITE;2020-07-02;MANHUAÇU;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1612;HOSPITALDABALEIA;2020-07-02;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1613;HOSPITALDABALEIA;2020-07-02;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1614;HOSPITALDECLINICASDEUBERLANDIA;2020-07-02;UBERLANDIA;AVENTAL;2700;UN;10,9;29430
1615;HOSPITALDECLINICASDEUBERLANDIA;2020-07-02;UBERLANDIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1616;HOSPITALEMATERNIDADESAOLUCAS;2020-07-02;EXTREMA;AVENTAL;2700;UN;10,9;29430
1617;HOSPITALEMATERNIDADESAOLUCAS;2020-07-02;EXTREMA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1618;HOSPITALEVANGÉLICODECARANGOLA;2020-07-02;CARANGOLA;AVENTAL;2700;UN;10,9;29430
1619;HOSPITALEVANGÉLICODECARANGOLA;2020-07-02;CARANGOLA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1620;HOSPITALMATERNIDADEEOSSANTALUCIA;2020-07-02;POCOS DE CALDAS;AVENTAL;2700;UN;10,9;29430
1621;HOSPITALMATERNIDADEEOSSANTALUCIA;2020-07-02;POCOS DE CALDAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1622;HOSPITALSAOJOAOBATISTA;2020-07-02;VISCONDE DO RIO BRANCO;AVENTAL;2700;UN;10,9;29430
1623;HOSPITALSAOJOAOBATISTA;2020-07-02;VISCONDE DO RIO BRANCO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1624;HOSPITALSAOSALVADOR;2020-07-02;ALEM PARAIBA;AVENTAL;2700;UN;10,9;29430
1625;HOSPITALSAOSALVADOR;2020-07-02;ALEM PARAIBA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1626;HOSPITALSAOSEBASTIAOTRESCORACOES;2020-07-02;TRES CORACOES;AVENTAL;2700;UN;10,9;29430
1627;HOSPITALSAOSEBASTIAOTRESCORACOES;2020-07-02;TRES CORACOES;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1628;HOSPITALSAOVICENTEDEPAULODETURMALI;2020-07-02;TURMALINA;AVENTAL;2700;UN;10,9;29430
1629;HOSPITALSAOVICENTEDEPAULODETURMALI;2020-07-02;TURMALINA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1630;HOSPITALUNIVERSITÁRIOUFJF;2020-07-02;JUIZ DE FORA;AVENTAL;2700;UN;10,9;29430
1631;HOSPITALUNIVERSITÁRIOUFJF;2020-07-02;JUIZ DE FORA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1632;INSTITUTOSÃOVICENTEDEPAULO-CÁSSIA;2020-07-02;CÁSSIA;AVENTAL;2700;UN;10,9;29430
1633;INSTITUTOSÃOVICENTEDEPAULO-CÁSSIA;2020-07-02;CÁSSIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1634;IRMANDADEDASANTACASADEMISERICORDIA;2020-07-02;OLIVEIRA;AVENTAL;2700;UN;10,9;29430
1635;IRMANDADEDASANTACASADEMISERICORDIA;2020-07-02;OLIVEIRA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1636;POLICLÍNICAMUNICIPAL-CONSELHEIROLAFA;2020-07-02;CONSELHEIRO LAFAIETE;AVENTAL;2700;UN;10,9;29430
1637;POLICLÍNICAMUNICIPAL-CONSELHEIROLAFA;2020-07-02;CONSELHEIRO LAFAIETE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1638;PREFEITURADEBELAVISTADEMINAS;2020-07-02;BELA VISTA DE MINAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1639;PREFEITURADEBETIM;2020-07-02;BETIM;AVENTAL;200;UN;10,9;2180
1640;PREFEITURADEBETIM;2020-07-02;BETIM;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1641;PREFEITURADEBETIM;2020-07-02;BETIM;MASCARA DESCARTAVEL N95;6000;UN;13;78000
1642;PREFEITURADEBETIM;2020-07-02;BETIM;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
1643;PREFEITURADEBOMDESPACHO;2020-07-02;BOM DESPACHO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1644;PREFEITURADEBRUMADINHO;2020-07-02;BRUMADINHO;AVENTAL;2700;UN;10,9;29430
1645;PREFEITURADEBRUMADINHO;2020-07-02;BRUMADINHO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1646;PREFEITURADECONCEICAODOSOUROS;2020-07-02;CONCEIÇAO DOS OUROS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1647;PREFEITURADECUPARAQUE;2020-07-02;CUPARAQUE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1648;PREFEITURADEERVALIA;2020-07-02;ERVALIA;AVENTAL;2700;UN;10,9;29430
1649;PREFEITURADEERVALIA;2020-07-02;ERVALIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1650;PREFEITURADEFELICIODOSSANTOS;2020-07-02;FELICIO DOS SANTOS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1651;PREFEITURADEGALILEIA;2020-07-02;GALILEIA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1652;PREFEITURADEGOIABEIRA;2020-07-02;GOIABEIRA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1653;PREFEITURADEGUARDA-MOR;2020-07-02;GUARDA-MOR;AVENTAL;2700;UN;10,9;29430
1654;PREFEITURADEGUARDA-MOR;2020-07-02;GUARDA-MOR;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1655;PREFEITURADEITAMONTE;2020-07-02;ITAMONTE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1656;PREFEITURADEITANHOMI;2020-07-02;ITANHOMI;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1657;PREFEITURADELUISBURGO;2020-07-02;LUISBURGO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1658;PREFEITURADEMONTECARMELO;2020-07-02;MONTE CARMELO;AVENTAL;2700;UN;10,9;29430
1659;PREFEITURADEMONTECARMELO;2020-07-02;MONTE CARMELO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1660;PREFEITURADEPIRANGUCU;2020-07-02;PIRANGUÇU;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1661;PREFEITURADERIOPARDODEMINAS;2020-07-02;RIO PARDO DE MINAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1662;PREFEITURADESAOJOAODASMISSOES;2020-07-02;SAO JOAO DAS MISSOES;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1663;PREFEITURADESAOJOSEDASAFIRA;2020-07-02;SAO JOSE DA SAFIRA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1664;PREFEITURADESAOJOSEDOALEGRE;2020-07-02;SAO JOSE DO ALEGRE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1665;PRONTOSOCORDEMONTESCLAROS;2020-07-02;MONTES CLAROS;AVENTAL;2700;UN;10,9;29430
1666;PRONTOSOCORDEMONTESCLAROS;2020-07-02;MONTES CLAROS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1667;SANTACASADEMISERICÓRDIADEGUAXUPÉ;2020-07-02;GUAXUPÉ;AVENTAL;2700;UN;10,9;29430
1668;SANTACASADEMISERICÓRDIADEGUAXUPÉ;2020-07-02;GUAXUPÉ;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1669;SATCASAMISERICORDIACARIDADECAPESTRE;2020-07-02;CAMPESTRE;AVENTAL;2700;UN;10,9;29430
1670;SATCASAMISERICORDIACARIDADECAPESTRE;2020-07-02;CAMPESTRE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1671;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;2020-07-02;SALINAS;AVENTAL;4500;UN;10,9;49050
1672;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;2020-07-02;SALINAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1673;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;2020-07-02;SALINAS;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1674;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;2020-07-02;SALINAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1675;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;2020-07-02;SALINAS;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1676;UN.DEPRONTOAT.ARQUITECLIOGUIMARAES;2020-07-02;SALINAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1677;CEDEC-CORDENADORIAESTADUALDEDEFESA;2020-07-03;BELO HORIZONTE;ALCOOL EM GEL 5L;105;LT;16;1680
1678;CEDEC-CORDENADORIAESTADUALDEDEFESA;2020-07-03;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;20;UN;3,085;61,71
